🔥哈尔滨移动,#genre#
卫生健康,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513503.m3u8
第一剧场,http://dms.yryyj.site:8188/udp/239.76.254.49:9000
第一剧场,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
风云剧场,http://dms.yryyj.site:8188/udp/239.76.254.50:9000
风云剧场,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
怀旧剧场,http://dms.yryyj.site:8188/udp/239.76.254.53:9000
怀旧剧场,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
女性时尚,http://dms.yryyj.site:8188/udp/239.76.254.55:9000
女性时尚,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
央视文化,http://dms.yryyj.site:8188/udp/239.76.254.56:9000
兵器科技,http://dms.yryyj.site:8188/udp/239.76.254.59:9000
兵器科技,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
世界地理,http://dms.yryyj.site:8188/udp/239.76.254.57:9000
世界地理,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
电视指南,http://dms.yryyj.site:8188/udp/239.76.254.61:9000
电视指南,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514003.m3u8
风云音乐,http://dms.yryyj.site:8188/udp/239.76.254.51:9000
风云音乐,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
央视台球,http://dms.yryyj.site:8188/udp/239.76.254.58:9000
央视台球,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
风云足球,http://dms.yryyj.site:8188/udp/239.76.254.52:9000
风云足球,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
高尔夫网球,http://dms.yryyj.site:8188/udp/239.76.254.62:9000
高尔夫网球,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
大庆综合,http://39.134.66.4/PLTV/88888888/224/3221226052/index.m3u8
大庆综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
鹤岗综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
哈尔滨综合,http://39.134.66.4/PLTV/88888888/224/3221226093/index.m3u8
哈尔滨综合,http://39.134.66.4/PLTV/88888888/224/3221226110/index.m3u8
黑龙江都市,http://39.134.68.154:6410/PLTV/88888888/224/3221226301/index.m3u8?IASHttpSessionId=OTT
黑龙江都市,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江都市,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江农业科教,http://39.134.68.154:6410/PLTV/88888888/224/3221226242/index.m3u8?IASHttpSessionId=OTT
黑龙江农业科教,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿,http://39.134.68.154:6410/PLTV/88888888/224/3221226304/index.m3u8?IASHttpSessionId=OTT
黑龙江少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江文体,http://39.134.68.154:6410/PLTV/88888888/224/3221226239/index.m3u8?IASHttpSessionId=OTT
黑龙江文体,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江文体,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江新闻法治,http://39.134.68.154:6410/PLTV/88888888/224/3221226330/index.m3u8?IASHttpSessionId=OTT
黑龙江新闻法治,http://39.134.65.162/PLTV/88888888/224/3221225967/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江影视,http://39.134.68.154:6410/PLTV/88888888/224/3221226298/index.m3u8?IASHttpSessionId=OTT
黑龙江影视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江影视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=OTT
黑龙江卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
安徽卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226391/index.m3u8?IASHttpSessionId=OTT
安徽卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
北京卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=OTT
北京卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226345/index.m3u8?IASHttpSessionId=OTT
东方卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
东南卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226341/index.m3u8?IASHttpSessionId=OTT
东南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
东南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
贵州卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=OTT
贵州卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
河北卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226406/index.m3u8?IASHttpSessionId=OTT
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226480/index.m3u8?IASHttpSessionId=OTT
河南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226477/index.m3u8?IASHttpSessionId=OTT
湖南卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226307/index.m3u8?IASHttpSessionId=OTT
湖南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
江苏卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226310/index.m3u8?IASHttpSessionId=OTT
江苏卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
江西卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226344/index.m3u8?IASHttpSessionId=OTT
江西卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
吉林卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=OTT
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
辽宁卫视,http://220.163.178.144:8888/tsfile/live/0132_1.m3u8
辽宁卫视,http://39.135.133.153:80/wh7f454c46tw3976035219_1699453610/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601
辽宁卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
山东卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226456/index.m3u8?IASHttpSessionId=OTT
山东卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8?sub_m3u8=true&edge_slice=true
山西卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
深圳卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226313/index.m3u8?IASHttpSessionId=OTT
深圳卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226338/index.m3u8?IASHttpSessionId=OTT
四川卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226459/index.m3u8?IASHttpSessionId=OTT
天津卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
浙江卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226339/index.m3u8?IASHttpSessionId=OTT
浙江卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
重庆卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=OTT
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
海南卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226465/index.m3u8?IASHttpSessionId=OTT
海南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
广东卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226248/index.m3u8?IASHttpSessionId=OTT
广东卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://220.163.178.144:8888/tsfile/live/0109_1.m3u8
广西卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
广西卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
青海卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226323/index.m3u8?IASHttpSessionId=OTT
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
云南卫视,http://220.163.178.144:8888/tsfile/live/0019_1.m3u8
云南卫视,http://219.144.235.108:8090/hls/34/index.m3u8
云南卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
甘肃卫视,http://39.165.24.218:808/hls/71/index.m3u8
甘肃卫视,http://171.105.179.1:4022/udp/239.81.0.207:4056
甘肃卫视,http://114.138.198.253:8138/rtp/238.255.2.73:5999
甘肃卫视,http://123.101.157.176:808/hls/89/index.m3u8
甘肃卫视,http://118.254.201.185:8888/udp/239.76.253.94:9000
甘肃卫视,htp://dms.yryyj.site:8188/udp/239.76.253.94:9000
甘肃卫视,http://123.52.43.144:8888/tsfile/live/0141_2.m3u8
甘肃卫视,http://39.134.65.67:80/wh7f454c46tw2924315473_-2125419063/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
陕西卫视,http://39.165.24.218:808/hls/57/index.m3u8
陕西卫视,http://171.14.89.244:9901/tsfile/live/0136_1.m3u8
陕西卫视,http://114.138.198.253:8138/rtp/238.255.2.81:5999
陕西卫视,http://117.32.85.130:8010/rtp/239.111.205.35:5140
陕西卫视,http://118.254.201.185:8888/udp/239.76.254.76:9000
陕西卫视,http://dms.yryyj.site:8188/udp/239.76.254.76:9000
陕西卫视,http://222.89.107.42:9876/tsfile/live/0136_1.m3u8
陕西卫视,http://123.52.43.144:8888/tsfile/live/0136_1.m3u8
陕西卫视,http://39.134.68.154:6410/PLTV/88888888/224/3221226457/index.m3u8?IASHttpSessionId=OTT
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
三沙卫视,http://dms.yryyj.site:8188/udp/239.76.253.74:9000
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
上海纪实HD,http://39.134.65.86:80/wh7f454c46tw1791807411_-1987553314/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8?icpid=88888888&RTS=1554599564&from=1&hms_devid=129
北京纪实科教,http://39.134.65.4:80/wh7f454c46tw1813901428_-1715003084/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8?icpid=88888888&RTS=1554599586&from=1&hms_devid=4
金鹰纪实,http://dms.yryyj.site:8188/udp/239.76.253.110:9000
金鹰纪实,http://dms.yryyj.site:8188/udp/239.76.245.122:1234
金鹰纪实,http://111.225.114.243:808/tsfile/live/1036_1.m3u8
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
金鹰纪实,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8?
金鹰纪实,http://183.11.239.32:808/hls/171/index.m3u8
凤凰卫视,http://dms.yryyj.site:8188/udp/239.76.253.135:9000
凤凰卫视,http://www.372583307.top:4022/udp/233.50.200.191:5140
凤凰卫视,http://113.117.74.133:8081/hls/37/index.m3u8
凤凰资讯,http://113.117.74.133:8081/hls/36/index.m3u8
凤凰香港,http://113.117.74.133:8081/hls/38/index.m3u8
老故事[普屏],,http://123.101.144.7:9901/tsfile/live/1024_1.m3u8
老故事[普屏],http://dms.yryyj.site:8188/udp/239.76.253.76:9000
大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8?zjiangsd
大丰综合,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
金华综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed
平泉影视,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
普陀综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8?zzhed
开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?zzhed
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
诸暨综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
广东荔枝,http://glive.grtn.cn/live/lizhi.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
厦门卫视[普屏],http://gslbserv.itv.cmvideo.cn:80/1000000005000266006/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266006&livemode=1&stbId=3
兵团卫视[普屏],http://gslbserv.itv.cmvideo.cn:80/1000000005000266005/index.m3u8?channel-id=ystenlive&Contentid=1000000005000266005&livemode=1&stbId=3
兵团卫视[普屏],http://39.135.133.178:80/wh7f454c46tw3550507069_-1531203046/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
新疆卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927403.m3u8
新疆卫视[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
新疆卫视[普屏],http://39.134.68.154:6410/PLTV/88888888/224/3221226460/index.m3u8?IASHttpSessionId=OTT
西藏卫视[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
西藏卫视[普屏],http://39.134.68.154:6410/PLTV/88888888/224/3221226433/index.m3u8?IASHttpSessionId=OTT
大湾区卫视[普屏],,http://gslbserv.itv.cmvideo.cn:80/1000000002000011619/index.m3u8?channel-id=ystenlive&Contentid=1000000002000011619&livemode=1&stbId=3
大湾区卫视[普屏],http://39.135.133.153:80/wh7f454c46tw4143549537_1378151352/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
康巴卫视[普屏],http://39.134.65.65:80/wh7f454c46tw1872062462_-1615657859/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8?icpid=88888888&RTS=1554599644&from=1&hms_devid=125
康巴卫视[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
农林卫视[普屏],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
农林卫视[普屏],http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
山东教育[普屏],http://39.134.65.82:80/wh7f454c46tw1844698110_-42250108/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8?icpid=88888888&RTS=1554599617&from=1&hms_devid=137
山东教育[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
金鹰卡通,http://dms.yryyj.site:8188/udp/239.76.253.107:9000
金鹰卡通,http://39.134.65.4:80/wh7f454c46tw1897967256_-314004057/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8?icpid=88888888&RTS=1554599670&from=1&hms_devid=4
哈哈炫动[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
卡酷少儿[普屏],http://39.134.65.3:80/wh7f454c46tw1717521667_-610979317/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8?icpid=88888888&RTS=1554599490&from=1&hms_devid=11
卡酷少儿[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通[普屏],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
