🐉央视频道,#genre#
CCTV-5,http://222.223.118.222:2180/live/cctv5/index.m3u8
CCTV-5+,http://222.223.118.222:2180/live/cctv5q/index.m3u8
CCTV-6,http://222.223.118.222:2180/live/cctv6/index.m3u8
CCTV-7,http://222.223.118.222:2180/live/cctv7/index.m3u8
CCTV-8,http://222.223.118.222:2180/live/cctv8/index.m3u8
CCTV-9,http://222.223.118.222:2180/live/cctv9/index.m3u8
CCTV-10,http://222.223.118.222:2180/live/cctv10/index.m3u8
CCTV-11,http://222.223.118.222:2180/live/cctv11/index.m3u8
CCTV-12,http://222.223.118.222:2180/live/cctv12/index.m3u8
CCTV-13,http://222.223.118.222:2180/live/cctv13/index.m3u8
CCTV-14,http://222.223.118.222:2180/live/cctv14/index.m3u8
CCTV-15,http://222.223.118.222:2180/live/cctv15/index.m3u8

CCTV-1,http://36.248.137.69:60033/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2,http://36.248.137.69:60033/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3,http://36.248.137.69:60033/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4,http://36.248.137.69:60033/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-5,http://36.248.137.69:60033/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-6,http://36.248.137.69:60033/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7,http://36.248.137.69:60033/tsfile/live/0007_1.m3u8?key=txiptv
CCTV-8,http://36.248.137.69:60033/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9,http://36.248.137.69:60033/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10,http://36.248.137.69:60033/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11,http://36.248.137.69:60033/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12,http://36.248.137.69:60033/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13,http://36.248.137.69:60033/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-14,http://36.248.137.69:60033/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15,http://36.248.137.69:60033/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-17,http://36.248.137.69:60033/tsfile/live/0019_1.m3u8?key=txiptv

CCTV-1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2,http://219.128.121.202:59901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3,http://219.128.121.202:59901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4,http://219.128.121.202:59901/tsfile/live/1003_1.m3u8?key=txiptv
CCTV-5,http://219.128.121.202:59901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV-6,http://219.128.121.202:59901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7,http://219.128.121.202:59901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV-8,http://219.128.121.202:59901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9,http://219.128.121.202:59901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10,http://219.128.121.202:59901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-11,http://219.128.121.202:59901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-12,http://219.128.121.202:59901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13,http://219.128.121.202:59901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-14,http://219.128.121.202:59901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV-15,http://219.128.121.202:59901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-17,http://219.128.121.202:59901/tsfile/live/0019_1.m3u8?key=txiptv
CCTV-5+,http://219.128.121.202:59901/tsfile/live/1005_1.m3u8?key=txiptv

CCTV-1,http://www.huangyi.online:808/hls/1/index.m3u8
CCTV-2,http://www.huangyi.online:808/hls/2/index.m3u8
CCTV-3,http://www.huangyi.online:808/hls/3/index.m3u8
CCTV-4,http://www.huangyi.online:808/hls/4/index.m3u8
CCTV-5,http://www.huangyi.online:808/hls/5/index.m3u8
CCTV-6,http://www.huangyi.online:808/hls/6/index.m3u8
CCTV-7,http://www.huangyi.online:808/hls/7/index.m3u8
CCTV-8,http://www.huangyi.online:808/hls/8/index.m3u8
CCTV-9,http://www.huangyi.online:808/hls/9/index.m3u8
CCTV-10,http://www.huangyi.online:808/hls/10/index.m3u8
CCTV-11,http://www.huangyi.online:808/hls/11/index.m3u8
CCTV-12,http://www.huangyi.online:808/hls/12/index.m3u8
CCTV-13,http://www.huangyi.online:808/hls/13/index.m3u8
CCTV-14,http://www.huangyi.online:808/hls/14/index.m3u8
CCTV-15,http://www.huangyi.online:808/hls/15/index.m3u8
CCTV-5+,http://www.huangyi.online:808/hls/16/index.m3u8

CCTV-1,http://111.11.98.205:9900/hls/1/index.m3u8
CCTV-2,http://111.11.98.205:9900/hls/2/index.m3u8
CCTV-3,http://111.11.98.205:9900/hls/3/index.m3u8
CCTV-4,http://111.11.98.205:9900/hls/4/index.m3u8
CCTV-5,http://111.11.98.205:9900/hls/5/index.m3u8
CCTV-6,http://111.11.98.205:9900/hls/6/index.m3u8
CCTV-7,http://111.11.98.205:9900/hls/7/index.m3u8
CCTV-8,http://111.11.98.205:9900/hls/8/index.m3u8
CCTV-9,http://111.11.98.205:9900/hls/9/index.m3u8
CCTV-10,http://111.11.98.205:9900/hls/10/index.m3u8
CCTV-11,http://111.11.98.205:9900/hls/11/index.m3u8
CCTV-12,http://111.11.98.205:9900/hls/12/index.m3u8
CCTV-13,http://111.11.98.205:9900/hls/13/index.m3u8
CCTV-14,http://111.11.98.205:9900/hls/14/index.m3u8
CCTV-15,http://111.11.98.205:9900/hls/15/index.m3u8
CCTV-5+,http://111.11.98.205:9900/hls/17/index.m3u8

CCTV-1,http://loc.sportsontheweb.net/yfy.php?id=cctv1
CCTV-2,http://loc.sportsontheweb.net/yfy.php?id=cctv2
CCTV-3,http://loc.sportsontheweb.net/yfy.php?id=cctv3
CCTV-4,http://loc.sportsontheweb.net/yfy.php?id=cctv4
CCTV-5,http://loc.sportsontheweb.net/yfy.php?id=cctv5
CCTV-6,http://loc.sportsontheweb.net/yfy.php?id=cctv6
CCTV-7,http://loc.sportsontheweb.net/yfy.php?id=cctv7
CCTV-8,http://loc.sportsontheweb.net/yfy.php?id=cctv8
CCTV-9,http://loc.sportsontheweb.net/yfy.php?id=cctv9
CCTV-10,http://loc.sportsontheweb.net/yfy.php?id=cctv10
CCTV-11,http://loc.sportsontheweb.net/yfy.php?id=cctv11
CCTV-12,http://loc.sportsontheweb.net/yfy.php?id=cctv12
CCTV-13,http://loc.sportsontheweb.net/yfy.php?id=cctv13
CCTV-14,http://loc.sportsontheweb.net/yfy.php?id=cctv14
CCTV-15,http://loc.sportsontheweb.net/yfy.php?id=cctv15
CCTV-16,http://loc.sportsontheweb.net/yfy.php?id=cctv16
CCTV-17,http://loc.sportsontheweb.net/yfy.php?id=cctv17
CCTV-5+,http://loc.sportsontheweb.net/yfy.php?id=cctv5p

CCTV-1,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/1/index.m3u8
CCTV-2,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/2/index.m3u8
CCTV-3,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/3/index.m3u8
CCTV-4,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/4/index.m3u8
CCTV-5,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/5/index.m3u8
CCTV-5+,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/16/index.m3u8
CCTV-6,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/6/index.m3u8
CCTV-7,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/7/index.m3u8
CCTV-8,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/8/index.m3u8
CCTV-9,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/9/index.m3u8
CCTV-10,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/10/index.m3u8
CCTV-11,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/11/index.m3u8
CCTV-12,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/12/index.m3u8
CCTV-13,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/13/index.m3u8
CCTV-14,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/14/index.m3u8
CCTV-15,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/15/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/17/index.m3u8

CCTV-1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV-2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV-2,http://liveop.cctv.cn:80/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV-2,http://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV-5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV-6,https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV-6,https://pull-hls-f11.douyincdn.com/media/stream-690999952763519660.m3u8
CCTV-6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV-7,https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8
CCTV-7,http://default0-tenc-live.5gtv.com.cn/live/XP-CCTV7HD.m3u8
CCTV-8,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV-9,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV-10,http://default0-tenc-live.5gtv.com.cn/live/XP-CCTV10HD.m3u8
CCTV-12,http://default0-tenc-live.5gtv.com.cn/live/XP-CCTV12HD.m3u8
CCTV-13,http://live.chunfei.top/live02/cctv.m3u8?channel=cctv
CCTV-14,https://node1.olelive.com:6443/live/CCTV14HD/hls.m3u8
CCTV-17,http://default0-tenc-live.5gtv.com.cn/live/XP-CCTV17HD.m3u8

CCTV-1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV-2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV-3,https://node1.olelive.com:6443/live/CCTV3HD/hls.m3u8
CCTV-4,http://220.182.45.198:20088/tsfile/live/0004-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV-5,http://220.182.45.198:20088/tsfile/live/0005-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV-6,http://220.182.45.198:20088/tsfile/live/0006-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://220.182.45.198:20088/tsfile/live/0115-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV-8,http://220.182.45.198:20088/tsfile/live/0136-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV-9,http://220.182.45.198:20088/tsfile/live/0009-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://220.182.45.198:20088/tsfile/live/0010-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://220.182.45.198:20088/tsfile/live/0011-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://220.182.45.198:20088/tsfile/live/0012-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://220.182.45.198:20088/tsfile/live/0013-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://220.182.45.198:20088/tsfile/live/0014-1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://221.7.175.154:8445/tsfile/live/1009-1.m3u8
CCTV-17,http://221.7.175.154:8445/tsfile/live/1009-1.m3u8

CCTV-1,http://kui123.asuscomm.com:4022/udp/232.0.0.27:1234
CCTV-2,http://kui123.asuscomm.com:4022/udp/232.0.0.135:1234
CCTV-3,http://kui123.asuscomm.com:4022/udp/232.0.0.170:1234
CCTV-4,http://kui123.asuscomm.com:4022/udp/232.0.0.201:1234
CCTV-5,http://kui123.asuscomm.com:4022/udp/232.0.0.171:1234
CCTV-6,http://kui123.asuscomm.com:4022/udp/232.0.0.172:1234
CCTV-7,http://kui123.asuscomm.com:4022/udp/232.0.0.136:1234
CCTV-8,http://kui123.asuscomm.com:4022/udp/232.0.0.173:1234
CCTV-9,http://kui123.asuscomm.com:4022/udp/232.0.0.137:1234
CCTV-10,http://kui123.asuscomm.com:4022/udp/232.0.0.138:1234
CCTV-11,http://kui123.asuscomm.com:4022/udp/232.0.0.178:1234
CCTV-12,http://kui123.asuscomm.com:4022/udp/232.0.0.139:1234
CCTV-13,http://kui123.asuscomm.com:4022/udp/232.0.0.15:1234
CCTV-14,http://kui123.asuscomm.com:4022/udp/232.0.0.140:1234
CCTV-15,http://kui123.asuscomm.com:4022/udp/232.0.0.179:1234
CCTV-16,http://kui123.asuscomm.com:4022/udp/232.0.0.182:1234
CCTV-17,http://kui123.asuscomm.com:4022/udp/232.0.0.230:1234
CCTV-5+,http://kui123.asuscomm.com:4022/udp/232.0.0.93:1234

CCTV-1,http://wh.bh3bbb.com:40000/rtp/239.253.230.77:8000$山东威海 联通
CCTV-2,http://wh.bh3bbb.com:40000/rtp/239.253.230.234:8000$山东威海 联通
